time,ax,ay,az,aT
2.083000,0.3988,-1.4744,-1.0630,1.861
2.088000,0.4221,-1.4927,-1.1571,1.935
2.093000,0.4541,-1.4618,-1.2279,1.962
2.112000,0.4904,-1.4511,-1.2021,1.947
2.113000,0.5549,-1.5014,-1.1992,2.000
2.114000,0.6601,-1.5265,-1.1910,2.046
2.114000,0.7592,-1.5742,-1.1645,2.100
2.118000,0.8066,-1.5873,-1.0801,2.082
2.124000,0.8162,-1.5405,-1.1223,2.073
2.128000,0.8453,-1.4198,-1.0907,1.980
2.133000,0.8883,-1.2862,-1.0468,1.881
2.139000,0.9154,-1.1506,-0.9685,1.761
2.144000,0.8986,-1.0668,-1.1635,1.816
2.150000,0.8031,-0.9891,-1.2420,1.779
2.153000,0.7997,-0.9536,-1.2301,1.750
2.160000,0.7996,-0.9649,-1.2494,1.770
2.165000,0.8442,-0.9919,-1.2763,1.824
2.169000,0.8353,-1.0058,-1.1992,1.774
2.174000,0.7815,-0.9756,-1.0711,1.646
2.179000,0.6971,-1.0579,-1.1036,1.680
2.184000,0.6304,-1.1175,-1.2058,1.761
2.189000,0.5839,-1.1688,-1.1631,1.749
2.194000,0.5197,-1.2391,-1.1137,1.745
2.211000,0.4514,-1.2865,-1.0982,1.751
2.212000,0.3195,-1.3088,-1.1000,1.739
2.213000,0.2280,-1.2855,-1.0407,1.670
2.214000,0.1167,-1.2179,-0.9806,1.568
2.233000,-0.0293,-1.1480,-0.9227,1.473
2.234000,-0.2263,-1.1032,-1.1027,1.576
2.235000,-0.3072,-1.1098,-1.2962,1.734
2.236000,-0.2624,-1.1725,-1.2897,1.763
2.240000,-0.1420,-1.1417,-1.1639,1.637
2.245000,0.0528,-1.1539,-0.9959,1.525
2.250000,0.2823,-1.2844,-0.8356,1.558
2.254000,0.4623,-1.2759,-0.7785,1.564
2.260000,0.5380,-1.1633,-0.7284,1.474
2.267000,0.4057,-0.7865,-0.8521,1.229
2.270000,0.2729,-0.0526,-1.3023,1.332
2.275000,0.3987,0.3872,-1.4912,1.591
2.280000,-0.1149,3.4066,-0.4318,3.436
2.286000,-0.6281,5.9540,-0.1452,5.989
2.290000,-0.0394,5.8124,-0.8657,5.877
2.296000,0.7557,5.0862,-0.9640,5.232
2.301000,1.6300,4.1420,-1.4454,4.680
2.306000,2.6359,2.9464,-1.3036,4.163
2.311000,3.1277,2.0840,-0.8753,3.859
2.329000,3.0777,1.6232,-1.1053,3.651
2.330000,2.7574,1.4186,-1.2063,3.327
2.331000,2.3812,1.4032,-1.0759,2.966
2.331000,1.9938,1.4224,-0.9833,2.639
2.336000,1.6558,1.3542,-0.8108,2.288
2.341000,1.4266,1.1307,-0.7440,1.967
2.346000,1.2320,0.8931,-0.7554,1.699
2.351000,1.0035,0.6798,-0.7936,1.449
2.357000,0.8626,0.5563,-0.6654,1.223
2.361000,0.7545,0.5250,-0.3802,0.995
2.367000,0.6363,0.5379,-0.3136,0.890
2.371000,0.4934,0.6357,-0.4156,0.906
2.377000,0.3587,0.7238,-0.5153,0.958
2.383000,0.2613,0.8488,-0.4501,0.996
2.387000,0.2210,1.0083,-0.3298,1.084
2.392000,0.1956,1.0658,-0.2610,1.115
2.397000,0.1429,1.1746,-0.1339,1.191
2.401000,0.1645,1.2281,0.0936,1.243
2.407000,0.1968,1.1868,0.2038,1.220
2.412000,0.1263,1.1287,0.1765,1.149
2.427000,0.0426,1.1387,0.2560,1.168
2.429000,-0.0010,1.1484,0.2829,1.183
2.429000,-0.0774,1.0875,0.2967,1.130
2.454000,-0.0909,0.9453,0.2412,0.980
2.455000,0.0464,0.6656,-0.1296,0.680
2.455000,0.2987,0.4365,0.1089,0.540
2.456000,0.5576,0.3033,0.7093,0.952
2.457000,0.7462,0.1929,1.0019,1.264
2.457000,0.7818,0.1315,1.0092,1.283
2.463000,0.5952,0.0271,0.9717,1.140
2.467000,0.2671,-0.1252,0.8031,0.856
2.473000,0.0482,-0.1889,0.7919,0.816
2.478000,-0.2075,-0.2464,0.9267,0.981
2.483000,-0.5934,-0.1673,0.9157,1.104
2.488000,-1.0222,0.2827,0.9617,1.432
2.493000,-1.3986,0.6298,1.0048,1.834
2.498000,-1.6095,0.7726,1.1344,2.115
2.504000,-1.6420,0.9051,1.1631,2.206
2.507000,-1.4822,0.9495,1.0742,2.062
2.513000,-1.1414,0.9752,1.0635,1.840
2.519000,-0.7213,0.8338,0.8702,1.405
2.523000,-0.2482,0.6045,0.6963,0.955
2.528000,0.0978,0.2668,0.5860,0.651
2.543000,0.3287,-0.0261,0.4515,0.559
2.544000,0.3720,-0.1858,0.3678,0.555
2.544000,0.2928,-0.3418,0.3043,0.543
2.564000,0.2547,-0.5396,0.0599,0.600
2.565000,0.0998,-0.8330,-0.1241,0.848
2.566000,-0.0799,-1.1958,-0.2496,1.224
2.567000,0.0350,-1.7463,-0.1836,1.756
2.571000,0.3078,-2.2487,0.0724,2.271
2.574000,0.3456,-2.6049,0.2458,2.639
2.581000,0.1815,-2.8070,0.1823,2.819
2.585000,0.0452,-3.0774,-0.0646,3.078
2.590000,0.0419,-3.4460,-0.3073,3.460
2.596000,0.1944,-3.8444,-0.2861,3.860
2.598000,0.4009,-4.1974,-0.1930,4.221
2.604000,0.5610,-4.5825,-0.1068,4.618
2.609000,0.7332,-4.7557,-0.2095,4.816
2.615000,0.8269,-4.7209,-0.2981,4.802
